kernel,run,elapsed_sec,gflops,array_size,type,aligned,tail,access,stride,memory_level
SAXPY,0,0.101057,1.32813,67108864,f64,1,0,unit-stride,1,dram
SAXPY,1,0.0959861,1.3983,67108864,f64,1,0,unit-stride,1,dram
SAXPY,2,0.0970307,1.38325,67108864,f64,1,0,unit-stride,1,dram
SAXPY,3,0.100019,1.34192,67108864,f64,1,0,unit-stride,1,dram
SAXPY,4,0.103043,1.30254,67108864,f64,1,0,unit-stride,1,dram
SAXPY,5,0.0980163,1.36934,67108864,f64,1,0,unit-stride,1,dram
SAXPY,6,0.0925748,1.44983,67108864,f64,1,0,unit-stride,1,dram
SAXPY,7,0.0960218,1.39778,67108864,f64,1,0,unit-stride,1,dram
SAXPY,8,0.0970214,1.38338,67108864,f64,1,0,unit-stride,1,dram
SAXPY,9,0.0930182,1.44292,67108864,f64,1,0,unit-stride,1,dram
DOT,0,0.073019,1.83812,67108864,f64,1,0,unit-stride,1,dram
DOT,1,0.062037,2.16351,67108864,f64,1,0,unit-stride,1,dram
DOT,2,0.0620166,2.16422,67108864,f64,1,0,unit-stride,1,dram
DOT,3,0.0620091,2.16448,67108864,f64,1,0,unit-stride,1,dram
DOT,4,0.0679969,1.97388,67108864,f64,1,0,unit-stride,1,dram
DOT,5,0.0730192,1.83812,67108864,f64,1,0,unit-stride,1,dram
DOT,6,0.080042,1.67684,67108864,f64,1,0,unit-stride,1,dram
DOT,7,0.0844479,1.58936,67108864,f64,1,0,unit-stride,1,dram
DOT,8,0.0740153,1.81338,67108864,f64,1,0,unit-stride,1,dram
DOT,9,0.0680205,1.9732,67108864,f64,1,0,unit-stride,1,dram
MUL,0,0.124678,0.538257,67108864,f64,1,0,unit-stride,1,dram
MUL,1,0.119015,0.563868,67108864,f64,1,0,unit-stride,1,dram
MUL,2,0.111036,0.604387,67108864,f64,1,0,unit-stride,1,dram
MUL,3,0.113013,0.593816,67108864,f64,1,0,unit-stride,1,dram
MUL,4,0.112294,0.597618,67108864,f64,1,0,unit-stride,1,dram
MUL,5,0.113056,0.593591,67108864,f64,1,0,unit-stride,1,dram
MUL,6,0.129068,0.519948,67108864,f64,1,0,unit-stride,1,dram
MUL,7,0.116013,0.578458,67108864,f64,1,0,unit-stride,1,dram
MUL,8,0.108566,0.618139,67108864,f64,1,0,unit-stride,1,dram
MUL,9,0.109064,0.615314,67108864,f64,1,0,unit-stride,1,dram
STENCIL,0,0.11703,2.86716,67108864,f64,1,0,unit-stride,1,dram
STENCIL,1,0.11204,2.99486,67108864,f64,1,0,unit-stride,1,dram
STENCIL,2,0.115007,2.9176,67108864,f64,1,0,unit-stride,1,dram
STENCIL,3,0.114026,2.9427,67108864,f64,1,0,unit-stride,1,dram
STENCIL,4,0.116031,2.89185,67108864,f64,1,0,unit-stride,1,dram
STENCIL,5,0.122649,2.73581,67108864,f64,1,0,unit-stride,1,dram
STENCIL,6,0.11103,3.0221,67108864,f64,1,0,unit-stride,1,dram
STENCIL,7,0.113025,2.96877,67108864,f64,1,0,unit-stride,1,dram
STENCIL,8,0.109009,3.07814,67108864,f64,1,0,unit-stride,1,dram
STENCIL,9,0.114036,2.94244,67108864,f64,1,0,unit-stride,1,dram
