kernel,run,elapsed_sec,gflops,array_size,type,aligned,tail,access,stride,memory_level
SAXPY,0,0.0900461,2.98109,134217728,f32,1,0,strided,8,dram
SAXPY,1,0.078027,3.44029,134217728,f32,1,0,strided,8,dram
SAXPY,2,0.0780188,3.44065,134217728,f32,1,0,strided,8,dram
SAXPY,3,0.0770163,3.48544,134217728,f32,1,0,strided,8,dram
SAXPY,4,0.0760168,3.53126,134217728,f32,1,0,strided,8,dram
SAXPY,5,0.0770198,3.48528,134217728,f32,1,0,strided,8,dram
SAXPY,6,0.0770065,3.48588,134217728,f32,1,0,strided,8,dram
SAXPY,7,0.0780193,3.44063,134217728,f32,1,0,strided,8,dram
SAXPY,8,0.0830247,3.2332,134217728,f32,1,0,strided,8,dram
SAXPY,9,0.0810669,3.31128,134217728,f32,1,0,strided,8,dram
DOT,0,0.0530308,5.06188,134217728,f32,1,0,strided,8,dram
DOT,1,0.0510188,5.2615,134217728,f32,1,0,strided,8,dram
DOT,2,0.0456,5.88674,134217728,f32,1,0,strided,8,dram
DOT,3,0.0452424,5.93327,134217728,f32,1,0,strided,8,dram
DOT,4,0.0440105,6.09935,134217728,f32,1,0,strided,8,dram
DOT,5,0.0469837,5.71337,134217728,f32,1,0,strided,8,dram
DOT,6,0.0500125,5.36737,134217728,f32,1,0,strided,8,dram
DOT,7,0.0490093,5.47724,134217728,f32,1,0,strided,8,dram
DOT,8,0.048038,5.58798,134217728,f32,1,0,strided,8,dram
DOT,9,0.0450094,5.96399,134217728,f32,1,0,strided,8,dram
MUL,0,0.102049,1.31523,134217728,f32,1,0,strided,8,dram
MUL,1,0.106023,1.26593,134217728,f32,1,0,strided,8,dram
MUL,2,0.108003,1.24272,134217728,f32,1,0,strided,8,dram
MUL,3,0.119023,1.12766,134217728,f32,1,0,strided,8,dram
MUL,4,0.102038,1.31536,134217728,f32,1,0,strided,8,dram
MUL,5,0.103035,1.30264,134217728,f32,1,0,strided,8,dram
MUL,6,0.108149,1.24105,134217728,f32,1,0,strided,8,dram
MUL,7,0.108892,1.23258,134217728,f32,1,0,strided,8,dram
MUL,8,0.107753,1.24561,134217728,f32,1,0,strided,8,dram
MUL,9,0.107027,1.25405,134217728,f32,1,0,strided,8,dram
STENCIL,0,0.15366,4.36736,134217728,f32,1,0,strided,8,dram
STENCIL,1,0.13703,4.89737,134217728,f32,1,0,strided,8,dram
STENCIL,2,0.142032,4.72491,134217728,f32,1,0,strided,8,dram
STENCIL,3,0.170039,3.94669,134217728,f32,1,0,strided,8,dram
STENCIL,4,0.152651,4.39622,134217728,f32,1,0,strided,8,dram
STENCIL,5,0.150186,4.46839,134217728,f32,1,0,strided,8,dram
STENCIL,6,0.172024,3.90115,134217728,f32,1,0,strided,8,dram
STENCIL,7,0.147113,4.56173,134217728,f32,1,0,strided,8,dram
STENCIL,8,0.146034,4.59542,134217728,f32,1,0,strided,8,dram
STENCIL,9,0.145868,4.60067,134217728,f32,1,0,strided,8,dram
